time,targets_hit,total_targets,drone_x,drone_y,drone_z,drone_roll,drone_pitch,drone_yaw,target_x,target_y,target_z,target_yaw,distance_to_target,yaw_error,is_hitting
0.000,0,1,-0.000,-0.000,1.000,-0.000,0.000,-0.000,1.000,1.000,1.500,0.000,1.500,0.000,0
0.050,0,1,0.000,0.000,1.004,-0.012,0.012,0.001,1.000,1.000,1.500,0.000,1.499,0.001,0
0.100,0,1,0.001,0.001,1.022,-0.087,0.087,-0.003,1.000,1.000,1.500,0.000,1.492,0.003,0
0.150,0,1,0.004,0.004,1.049,-0.196,0.195,-0.017,1.000,1.000,1.500,0.000,1.479,0.017,0
0.200,0,1,0.016,0.016,1.089,-0.301,0.297,-0.034,1.000,1.000,1.500,0.000,1.451,0.034,0
0.250,0,1,0.041,0.040,1.147,-0.360,0.361,-0.034,1.000,1.000,1.500,0.000,1.402,0.034,0
0.300,0,1,0.078,0.077,1.214,-0.349,0.366,-0.009,1.000,1.000,1.500,0.000,1.335,0.009,0
0.350,0,1,0.124,0.123,1.278,-0.280,0.311,0.021,1.000,1.000,1.500,0.000,1.259,0.021,0
0.400,0,1,0.175,0.173,1.333,-0.185,0.213,0.033,1.000,1.000,1.500,0.000,1.180,0.033,0
0.450,0,1,0.228,0.226,1.374,-0.087,0.099,0.027,1.000,1.000,1.500,0.000,1.101,0.027,0
0.500,0,1,0.282,0.279,1.405,0.002,-0.005,0.012,1.000,1.000,1.500,0.000,1.022,0.012,0
0.550,0,1,0.335,0.332,1.428,0.074,-0.088,-0.001,1.000,1.000,1.500,0.000,0.945,0.001,0
0.600,0,1,0.387,0.384,1.446,0.122,-0.141,-0.006,1.000,1.000,1.500,0.000,0.870,0.006,0
0.650,0,1,0.436,0.433,1.461,0.145,-0.166,-0.005,1.000,1.000,1.500,0.000,0.801,0.005,0
0.700,0,1,0.481,0.479,1.473,0.146,-0.164,-0.001,1.000,1.000,1.500,0.000,0.736,0.001,0
0.750,0,1,0.523,0.521,1.483,0.132,-0.144,0.003,1.000,1.000,1.500,0.000,0.677,0.003,0
0.800,0,1,0.560,0.560,1.491,0.109,-0.113,0.005,1.000,1.000,1.500,0.000,0.622,0.005,0
0.850,0,1,0.596,0.597,1.497,0.084,-0.081,0.005,1.000,1.000,1.500,0.000,0.571,0.005,0
0.900,0,1,0.629,0.631,1.501,0.063,-0.054,0.004,1.000,1.000,1.500,0.000,0.523,0.004,0
0.950,0,1,0.661,0.664,1.504,0.049,-0.036,0.002,1.000,1.000,1.500,0.000,0.477,0.002,0
1.000,0,1,0.693,0.696,1.505,0.043,-0.029,0.001,1.000,1.000,1.500,0.000,0.432,0.001,0
1.050,0,1,0.723,0.727,1.504,0.044,-0.032,0.000,1.000,1.000,1.500,0.000,0.389,0.000,0
1.100,0,1,0.753,0.757,1.503,0.050,-0.042,-0.001,1.000,1.000,1.500,0.000,0.347,0.001,0
1.150,0,1,0.781,0.785,1.501,0.060,-0.055,-0.001,1.000,1.000,1.500,0.000,0.307,0.001,0
1.200,0,1,0.809,0.812,1.499,0.071,-0.069,-0.001,1.000,1.000,1.500,0.000,0.268,0.001,1
1.250,0,1,0.834,0.837,1.497,0.079,-0.081,-0.001,1.000,1.000,1.500,0.000,0.233,0.001,1
1.300,0,1,0.857,0.860,1.496,0.085,-0.088,-0.001,1.000,1.000,1.500,0.000,0.200,0.001,1
1.350,0,1,0.878,0.881,1.496,0.085,-0.090,-0.000,1.000,1.000,1.500,0.000,0.170,0.000,1
1.400,0,1,0.897,0.900,1.496,0.082,-0.086,0.000,1.000,1.000,1.500,0.000,0.144,0.000,1
1.450,0,1,0.914,0.916,1.497,0.076,-0.079,0.001,1.000,1.000,1.500,0.000,0.120,0.001,1
1.500,0,1,0.929,0.931,1.499,0.067,-0.069,0.001,1.000,1.000,1.500,0.000,0.099,0.001,1
1.550,0,1,0.942,0.944,1.500,0.058,-0.058,0.001,1.000,1.000,1.500,0.000,0.081,0.001,1
1.600,0,1,0.953,0.956,1.501,0.050,-0.048,0.001,1.000,1.000,1.500,0.000,0.064,0.001,1
1.650,0,1,0.964,0.966,1.502,0.043,-0.041,0.001,1.000,1.000,1.500,0.000,0.049,0.001,1
1.700,0,1,0.973,0.976,1.502,0.038,-0.035,0.000,1.000,1.000,1.500,0.000,0.036,0.000,1
1.750,0,1,0.982,0.984,1.502,0.034,-0.032,0.000,1.000,1.000,1.500,0.000,0.024,0.000,1
1.800,0,1,0.990,0.992,1.502,0.033,-0.031,0.000,1.000,1.000,1.500,0.000,0.013,0.000,1
1.850,0,1,0.997,0.999,1.502,0.032,-0.031,0.000,1.000,1.000,1.500,0.000,0.004,0.000,1
1.900,0,1,1.003,1.005,1.502,0.032,-0.032,-0.000,1.000,1.000,1.500,0.000,0.006,0.000,1
1.950,0,1,1.008,1.010,1.501,0.031,-0.032,-0.000,1.000,1.000,1.500,0.000,0.013,0.000,1
2.000,0,1,1.013,1.015,1.501,0.031,-0.032,0.000,1.000,1.000,1.500,0.000,0.020,0.000,1
2.050,0,1,1.017,1.018,1.501,0.029,-0.030,0.000,1.000,1.000,1.500,0.000,0.025,0.000,1
2.100,0,1,1.020,1.022,1.501,0.027,-0.028,0.000,1.000,1.000,1.500,0.000,0.029,0.000,1
2.150,0,1,1.023,1.024,1.501,0.024,-0.025,0.000,1.000,1.000,1.500,0.000,0.033,0.000,1
2.200,0,1,1.024,1.026,1.501,0.021,-0.021,0.000,1.000,1.000,1.500,0.000,0.036,0.000,1
2.250,0,1,1.026,1.027,1.501,0.017,-0.018,0.000,1.000,1.000,1.500,0.000,0.037,0.000,1
2.300,0,1,1.027,1.028,1.501,0.014,-0.014,0.000,1.000,1.000,1.500,0.000,0.039,0.000,1
2.350,0,1,1.027,1.028,1.501,0.012,-0.012,0.000,1.000,1.000,1.500,0.000,0.039,0.000,1
2.400,0,1,1.028,1.029,1.501,0.010,-0.010,0.000,1.000,1.000,1.500,0.000,0.040,0.000,1
2.450,0,1,1.028,1.029,1.500,0.008,-0.008,0.000,1.000,1.000,1.500,0.000,0.040,0.000,1
2.500,0,1,1.028,1.028,1.500,0.007,-0.007,0.000,1.000,1.000,1.500,0.000,0.040,0.000,1
2.550,0,1,1.027,1.028,1.500,0.006,-0.006,0.000,1.000,1.000,1.500,0.000,0.039,0.000,1
2.600,0,1,1.027,1.027,1.500,0.006,-0.006,0.000,1.000,1.000,1.500,0.000,0.038,0.000,1
2.650,0,1,1.026,1.027,1.500,0.005,-0.005,0.000,1.000,1.000,1.500,0.000,0.038,0.000,1
2.700,0,1,1.026,1.026,1.500,0.005,-0.005,0.000,1.000,1.000,1.500,0.000,0.036,0.000,1
2.750,0,1,1.025,1.025,1.500,0.004,-0.004,0.000,1.000,1.000,1.500,0.000,0.035,0.000,1
2.800,0,1,1.024,1.024,1.500,0.003,-0.004,0.000,1.000,1.000,1.500,0.000,0.034,0.000,1
2.850,0,1,1.023,1.023,1.500,0.002,-0.003,0.000,1.000,1.000,1.500,0.000,0.032,0.000,1
2.900,0,1,1.022,1.022,1.500,0.002,-0.002,0.000,1.000,1.000,1.500,0.000,0.031,0.000,1
2.950,0,1,1.020,1.021,1.500,0.001,-0.001,0.000,1.000,1.000,1.500,0.000,0.029,0.000,1
3.000,0,1,1.019,1.019,1.500,0.000,-0.000,0.000,1.000,1.000,1.500,0.000,0.027,0.000,1
3.050,0,1,1.018,1.018,1.500,-0.001,0.000,0.000,1.000,1.000,1.500,0.000,0.026,0.000,1
3.100,0,1,1.017,1.017,1.500,-0.001,0.001,-0.000,1.000,1.000,1.500,0.000,0.024,0.000,1
3.150,0,1,1.016,1.016,1.500,-0.001,0.001,-0.000,1.000,1.000,1.500,0.000,0.022,0.000,1
3.200,0,1,1.015,1.015,1.500,-0.002,0.001,-0.000,1.000,1.000,1.500,0.000,0.021,0.000,1
3.250,1,2,1.014,1.014,1.500,-0.002,0.002,-0.000,-1.000,1.000,1.000,0.500,2.075,0.500,0
3.300,1,2,1.012,1.012,1.500,-0.002,-0.007,0.012,-1.000,1.000,1.000,0.500,2.074,0.488,0
3.350,1,2,1.011,1.011,1.502,-0.023,-0.077,0.143,-1.000,1.000,1.000,0.500,2.073,0.357,0
3.400,1,2,1.009,1.011,1.490,-0.067,-0.159,0.342,-1.000,1.000,1.000,0.500,2.068,0.158,0
3.450,1,2,1.005,1.010,1.462,-0.117,-0.237,0.502,-1.000,1.000,1.000,0.500,2.058,0.002,0
3.500,1,2,0.997,1.009,1.428,-0.154,-0.315,0.557,-1.000,1.000,1.000,0.500,2.042,0.057,0
3.550,1,2,0.984,1.007,1.383,-0.173,-0.386,0.538,-1.000,1.000,1.000,0.500,2.020,0.038,0
3.600,1,2,0.963,1.005,1.330,-0.189,-0.437,0.509,-1.000,1.000,1.000,0.500,1.991,0.009,0
3.650,1,2,0.927,1.002,1.282,-0.212,-0.459,0.504,-1.000,1.000,1.000,0.500,1.948,0.004,0
3.700,1,2,0.873,0.997,1.243,-0.221,-0.445,0.497,-1.000,1.000,1.000,0.500,1.889,0.003,0
3.750,1,2,0.801,0.993,1.214,-0.207,-0.388,0.483,-1.000,1.000,1.000,0.500,1.814,0.017,0
3.800,1,2,0.717,0.988,1.188,-0.174,-0.292,0.473,-1.000,1.000,1.000,0.500,1.727,0.027,0
3.850,1,2,0.624,0.985,1.162,-0.129,-0.176,0.472,-1.000,1.000,1.000,0.500,1.632,0.028,0
3.900,1,2,0.526,0.983,1.135,-0.078,-0.059,0.478,-1.000,1.000,1.000,0.500,1.532,0.022,0
3.950,1,2,0.427,0.981,1.107,-0.027,0.041,0.488,-1.000,1.000,1.000,0.500,1.431,0.012,0
4.000,1,2,0.329,0.981,1.081,0.019,0.115,0.496,-1.000,1.000,1.000,0.500,1.331,0.004,0
4.050,1,2,0.234,0.982,1.058,0.055,0.159,0.501,-1.000,1.000,1.000,0.500,1.235,0.001,0
4.100,1,2,0.144,0.984,1.038,0.077,0.173,0.501,-1.000,1.000,1.000,0.500,1.145,0.001,0
4.150,1,2,0.059,0.986,1.023,0.088,0.165,0.499,-1.000,1.000,1.000,0.500,1.060,0.001,0
4.200,1,2,-0.019,0.988,1.012,0.087,0.142,0.497,-1.000,1.000,1.000,0.500,0.981,0.003,0
4.250,1,2,-0.093,0.990,1.003,0.080,0.114,0.497,-1.000,1.000,1.000,0.500,0.907,0.003,0
4.300,1,2,-0.163,0.992,0.998,0.070,0.088,0.497,-1.000,1.000,1.000,0.500,0.837,0.003,0
4.350,1,2,-0.230,0.993,0.995,0.059,0.070,0.498,-1.000,1.000,1.000,0.500,0.770,0.002,0
4.400,1,2,-0.294,0.994,0.993,0.051,0.062,0.499,-1.000,1.000,1.000,0.500,0.706,0.001,0
4.450,1,2,-0.356,0.994,0.991,0.046,0.065,0.500,-1.000,1.000,1.000,0.500,0.644,0.000,0
4.500,1,2,-0.416,0.995,0.990,0.045,0.075,0.501,-1.000,1.000,1.000,0.500,0.584,0.001,0
4.550,1,2,-0.474,0.995,0.989,0.048,0.090,0.501,-1.000,1.000,1.000,0.500,0.526,0.001,0
4.600,1,2,-0.529,0.995,0.988,0.053,0.106,0.501,-1.000,1.000,1.000,0.500,0.471,0.001,0
4.650,1,2,-0.581,0.995,0.988,0.059,0.119,0.501,-1.000,1.000,1.000,0.500,0.420,0.001,0
4.700,1,2,-0.629,0.996,0.988,0.064,0.128,0.501,-1.000,1.000,1.000,0.500,0.371,0.001,0
4.750,1,2,-0.674,0.996,0.989,0.067,0.131,0.500,-1.000,1.000,1.000,0.500,0.326,0.000,0
4.800,1,2,-0.715,0.997,0.991,0.069,0.129,0.500,-1.000,1.000,1.000,0.500,0.285,0.000,1
4.850,1,2,-0.752,0.998,0.993,0.068,0.121,0.499,-1.000,1.000,1.000,0.500,0.248,0.001,1
4.900,1,2,-0.786,0.999,0.995,0.064,0.111,0.499,-1.000,1.000,1.000,0.500,0.214,0.001,1
4.950,1,2,-0.816,0.999,0.997,0.059,0.099,0.499,-1.000,1.000,1.000,0.500,0.184,0.001,1
5.000,1,2,-0.844,1.000,0.999,0.054,0.087,0.499,-1.000,1.000,1.000,0.500,0.156,0.001,1
5.050,1,2,-0.869,1.000,1.001,0.048,0.078,0.499,-1.000,1.000,1.000,0.500,0.131,0.001,1
5.100,1,2,-0.892,1.001,1.002,0.043,0.070,0.499,-1.000,1.000,1.000,0.500,0.108,0.001,1
5.150,1,2,-0.913,1.001,1.003,0.039,0.065,0.500,-1.000,1.000,1.000,0.500,0.087,0.000,1
5.200,1,2,-0.932,1.001,1.003,0.036,0.062,0.500,-1.000,1.000,1.000,0.500,0.068,0.000,1
5.250,1,2,-0.950,1.001,1.003,0.034,0.060,0.500,-1.000,1.000,1.000,0.500,0.050,0.000,1
5.300,1,2,-0.966,1.001,1.003,0.033,0.059,0.500,-1.000,1.000,1.000,0.500,0.035,0.000,1
5.350,1,2,-0.980,1.001,1.003,0.032,0.058,0.500,-1.000,1.000,1.000,0.500,0.021,0.000,1
5.400,1,2,-0.992,1.001,1.002,0.030,0.057,0.500,-1.000,1.000,1.000,0.500,0.009,0.000,1
5.450,1,2,-1.003,1.001,1.002,0.029,0.054,0.500,-1.000,1.000,1.000,0.500,0.004,0.000,1
5.500,1,2,-1.012,1.002,1.002,0.028,0.051,0.500,-1.000,1.000,1.000,0.500,0.012,0.000,1
5.550,1,2,-1.020,1.002,1.002,0.026,0.046,0.500,-1.000,1.000,1.000,0.500,0.020,0.000,1
5.600,1,2,-1.026,1.002,1.002,0.024,0.042,0.500,-1.000,1.000,1.000,0.500,0.026,0.000,1
5.650,1,2,-1.032,1.002,1.002,0.021,0.037,0.500,-1.000,1.000,1.000,0.500,0.032,0.000,1
5.700,1,2,-1.036,1.002,1.002,0.019,0.032,0.500,-1.000,1.000,1.000,0.500,0.036,0.000,1
5.750,1,2,-1.039,1.002,1.001,0.016,0.027,0.500,-1.000,1.000,1.000,0.500,0.040,0.000,1
5.800,1,2,-1.042,1.002,1.001,0.014,0.024,0.500,-1.000,1.000,1.000,0.500,0.042,0.000,1
5.850,1,2,-1.044,1.002,1.001,0.012,0.021,0.500,-1.000,1.000,1.000,0.500,0.044,0.000,1
5.900,1,2,-1.045,1.002,1.001,0.010,0.018,0.500,-1.000,1.000,1.000,0.500,0.045,0.000,1
5.950,1,2,-1.046,1.001,1.001,0.009,0.016,0.500,-1.000,1.000,1.000,0.500,0.046,0.000,1
6.000,1,2,-1.047,1.001,1.001,0.008,0.015,0.500,-1.000,1.000,1.000,0.500,0.047,0.000,1
6.050,1,2,-1.047,1.001,1.001,0.007,0.013,0.500,-1.000,1.000,1.000,0.500,0.047,0.000,1
6.100,1,2,-1.046,1.001,1.000,0.006,0.012,0.500,-1.000,1.000,1.000,0.500,0.046,0.000,1
6.150,1,2,-1.046,1.001,1.000,0.005,0.011,0.500,-1.000,1.000,1.000,0.500,0.046,0.000,1
6.200,1,2,-1.045,1.001,1.000,0.005,0.009,0.500,-1.000,1.000,1.000,0.500,0.045,0.000,1
6.250,1,2,-1.043,1.001,1.000,0.004,0.008,0.500,-1.000,1.000,1.000,0.500,0.043,0.000,1
6.300,1,2,-1.042,1.001,1.000,0.003,0.006,0.500,-1.000,1.000,1.000,0.500,0.042,0.000,1
6.350,1,2,-1.040,1.001,1.000,0.003,0.005,0.500,-1.000,1.000,1.000,0.500,0.040,0.000,1
6.400,1,2,-1.039,1.001,1.000,0.002,0.003,0.500,-1.000,1.000,1.000,0.500,0.039,0.000,1
6.450,1,2,-1.037,1.001,1.000,0.001,0.002,0.500,-1.000,1.000,1.000,0.500,0.037,0.000,1
6.500,1,2,-1.035,1.001,1.000,0.001,0.001,0.500,-1.000,1.000,1.000,0.500,0.035,0.000,1
6.550,1,2,-1.033,1.001,1.000,0.000,0.000,0.500,-1.000,1.000,1.000,0.500,0.033,0.000,1
6.600,1,2,-1.031,1.001,1.000,-0.000,-0.000,0.500,-1.000,1.000,1.000,0.500,0.031,0.000,1
6.650,1,2,-1.029,1.001,1.000,-0.001,-0.001,0.500,-1.000,1.000,1.000,0.500,0.029,0.000,1
6.700,1,2,-1.027,1.000,1.000,-0.001,-0.001,0.500,-1.000,1.000,1.000,0.500,0.027,0.000,1
6.750,1,2,-1.025,1.000,1.000,-0.001,-0.002,0.500,-1.000,1.000,1.000,0.500,0.025,0.000,1
6.800,2,3,-1.023,1.000,1.000,-0.001,-0.002,0.500,2.000,-1.500,2.000,1.000,4.049,0.500,0
6.850,2,3,-1.021,1.000,1.000,0.033,0.009,0.525,2.000,-1.500,2.000,1.000,4.047,0.475,0
6.900,2,3,-1.018,0.999,1.006,0.216,0.032,0.661,2.000,-1.500,2.000,1.000,4.043,0.339,0
6.950,2,3,-1.007,0.990,1.035,0.483,0.045,0.818,2.000,-1.500,2.000,1.000,4.022,0.182,0
7.000,2,3,-0.979,0.968,1.080,0.730,0.033,0.936,2.000,-1.500,2.000,1.000,3.977,0.064,0
7.050,2,3,-0.928,0.930,1.132,0.892,0.010,0.981,2.000,-1.500,2.000,1.000,3.903,0.019,0
7.100,2,3,-0.847,0.873,1.190,0.928,-0.021,0.977,2.000,-1.500,2.000,1.000,3.794,0.023,0
7.150,2,3,-0.735,0.793,1.252,0.825,-0.065,0.951,2.000,-1.500,2.000,1.000,3.646,0.049,0
7.200,2,3,-0.595,0.691,1.323,0.597,-0.114,0.936,2.000,-1.500,2.000,1.000,3.463,0.064,0
7.250,2,3,-0.442,0.576,1.397,0.302,-0.157,0.957,2.000,-1.500,2.000,1.000,3.261,0.043,0
7.300,2,3,-0.286,0.453,1.470,0.010,-0.167,0.986,2.000,-1.500,2.000,1.000,3.053,0.014,0
7.350,2,3,-0.133,0.329,1.542,-0.225,-0.143,0.993,2.000,-1.500,2.000,1.000,2.847,0.007,0
7.400,2,3,0.012,0.206,1.613,-0.380,-0.098,0.981,2.000,-1.500,2.000,1.000,2.648,0.019,0
7.450,2,3,0.146,0.087,1.681,-0.453,-0.042,0.965,2.000,-1.500,2.000,1.000,2.461,0.035,0
7.500,2,3,0.271,-0.026,1.745,-0.455,0.019,0.957,2.000,-1.500,2.000,1.000,2.286,0.043,0
7.550,2,3,0.386,-0.133,1.804,-0.405,0.072,0.962,2.000,-1.500,2.000,1.000,2.124,0.038,0
7.600,2,3,0.495,-0.233,1.857,-0.326,0.108,0.975,2.000,-1.500,2.000,1.000,1.972,0.025,0
7.650,2,3,0.599,-0.327,1.903,-0.241,0.124,0.989,2.000,-1.500,2.000,1.000,1.829,0.011,0
7.700,2,3,0.700,-0.417,1.940,-0.168,0.119,0.999,2.000,-1.500,2.000,1.000,1.693,0.001,0
7.750,2,3,0.799,-0.504,1.968,-0.118,0.101,1.003,2.000,-1.500,2.000,1.000,1.561,0.003,0
7.800,2,3,0.896,-0.588,1.985,-0.097,0.076,1.004,2.000,-1.500,2.000,1.000,1.432,0.004,0
7.850,2,3,0.993,-0.670,1.993,-0.102,0.052,1.004,2.000,-1.500,2.000,1.000,1.305,0.004,0
7.900,2,3,1.087,-0.750,1.992,-0.130,0.031,1.004,2.000,-1.500,2.000,1.000,1.182,0.004,0
7.950,2,3,1.179,-0.827,1.985,-0.172,0.019,1.003,2.000,-1.500,2.000,1.000,1.061,0.003,0
8.149,2,3,1.259,-0.895,1.976,-0.212,0.014,1.002,2.000,-1.500,2.000,1.000,0.957,0.002,0
8.150,2,3,1.259,-0.895,1.976,-0.217,0.014,1.002,2.000,-1.500,2.000,1.000,0.957,0.002,0
8.200,2,3,1.352,-0.973,1.965,-0.271,0.017,0.999,2.000,-1.500,2.000,1.000,0.836,0.001,0
8.250,2,3,1.429,-1.039,1.959,-0.311,0.026,0.996,2.000,-1.500,2.000,1.000,0.735,0.004,0
8.300,2,3,1.498,-1.100,1.956,-0.333,0.037,0.994,2.000,-1.500,2.000,1.000,0.643,0.006,0
8.350,2,3,1.559,-1.153,1.959,-0.334,0.048,0.994,2.000,-1.500,2.000,1.000,0.562,0.006,0
8.400,2,3,1.613,-1.200,1.966,-0.314,0.055,0.995,2.000,-1.500,2.000,1.000,0.491,0.005,0
8.450,2,3,1.659,-1.241,1.976,-0.278,0.058,0.998,2.000,-1.500,2.000,1.000,0.428,0.002,0
8.500,2,3,1.701,-1.277,1.986,-0.232,0.055,1.000,2.000,-1.500,2.000,1.000,0.374,0.000,0
8.550,2,3,1.738,-1.308,1.996,-0.185,0.048,1.002,2.000,-1.500,2.000,1.000,0.325,0.002,0
8.600,2,3,1.771,-1.336,2.004,-0.145,0.038,1.002,2.000,-1.500,2.000,1.000,0.281,0.002,1
8.650,2,3,1.803,-1.362,2.010,-0.114,0.028,1.002,2.000,-1.500,2.000,1.000,0.241,0.002,1
8.700,2,3,1.833,-1.386,2.013,-0.096,0.019,1.002,2.000,-1.500,2.000,1.000,0.203,0.002,1
8.750,2,3,1.861,-1.408,2.013,-0.090,0.012,1.001,2.000,-1.500,2.000,1.000,0.168,0.001,1
8.800,2,3,1.887,-1.428,2.012,-0.093,0.008,1.001,2.000,-1.500,2.000,1.000,0.134,0.001,1
8.850,2,3,1.911,-1.448,2.010,-0.102,0.007,1.000,2.000,-1.500,2.000,1.000,0.103,0.000,1
8.900,2,3,1.934,-1.465,2.007,-0.112,0.008,1.000,2.000,-1.500,2.000,1.000,0.075,0.000,1
8.950,2,3,1.954,-1.482,2.005,-0.120,0.011,1.000,2.000,-1.500,2.000,1.000,0.050,0.000,1
9.000,2,3,1.972,-1.496,2.003,-0.124,0.013,0.999,2.000,-1.500,2.000,1.000,0.028,0.001,1
9.050,2,3,1.988,-1.508,2.003,-0.122,0.016,1.000,2.000,-1.500,2.000,1.000,0.015,0.000,1
9.100,2,3,2.001,-1.518,2.002,-0.115,0.017,1.000,2.000,-1.500,2.000,1.000,0.018,0.000,1
9.150,2,3,2.011,-1.526,2.003,-0.102,0.016,1.000,2.000,-1.500,2.000,1.000,0.029,0.000,1
9.200,2,3,2.020,-1.533,2.003,-0.087,0.015,1.000,2.000,-1.500,2.000,1.000,0.039,0.000,1
9.250,2,3,2.027,-1.538,2.004,-0.071,0.012,1.000,2.000,-1.500,2.000,1.000,0.047,0.000,1
9.300,2,3,2.033,-1.542,2.004,-0.057,0.009,1.000,2.000,-1.500,2.000,1.000,0.054,0.000,1
9.350,2,3,2.038,-1.545,2.004,-0.045,0.007,1.000,2.000,-1.500,2.000,1.000,0.059,0.000,1
9.400,2,3,2.042,-1.547,2.004,-0.037,0.004,1.000,2.000,-1.500,2.000,1.000,0.064,0.000,1
9.450,2,3,2.046,-1.549,2.004,-0.032,0.002,1.000,2.000,-1.500,2.000,1.000,0.067,0.000,1
9.500,2,3,2.048,-1.550,2.003,-0.029,0.001,1.000,2.000,-1.500,2.000,1.000,0.070,0.000,1
9.550,2,3,2.050,-1.551,2.003,-0.028,0.001,1.000,2.000,-1.500,2.000,1.000,0.072,0.000,1
9.600,2,3,2.052,-1.552,2.002,-0.028,0.001,1.000,2.000,-1.500,2.000,1.000,0.073,0.000,1
9.650,2,3,2.053,-1.552,2.002,-0.028,0.001,1.000,2.000,-1.500,2.000,1.000,0.074,0.000,1
9.700,2,3,2.053,-1.551,2.001,-0.027,0.001,1.000,2.000,-1.500,2.000,1.000,0.074,0.000,1
9.750,2,3,2.053,-1.550,2.001,-0.025,0.002,1.000,2.000,-1.500,2.000,1.000,0.073,0.000,1
9.800,2,3,2.052,-1.549,2.001,-0.022,0.002,1.000,2.000,-1.500,2.000,1.000,0.072,0.000,1
9.850,2,3,2.051,-1.548,2.001,-0.018,0.002,1.000,2.000,-1.500,2.000,1.000,0.070,0.000,1
9.900,2,3,2.050,-1.546,2.001,-0.014,0.001,1.000,2.000,-1.500,2.000,1.000,0.068,0.000,1
9.950,2,3,2.048,-1.544,2.000,-0.010,0.001,1.000,2.000,-1.500,2.000,1.000,0.065,0.000,1
10.000,2,3,2.046,-1.542,2.000,-0.007,0.000,1.000,2.000,-1.500,2.000,1.000,0.063,0.000,1
10.050,2,3,2.044,-1.540,2.000,-0.004,-0.000,1.000,2.000,-1.500,2.000,1.000,0.060,0.000,1
10.100,2,3,2.042,-1.538,2.000,-0.001,-0.001,1.000,2.000,-1.500,2.000,1.000,0.057,0.000,1
10.150,2,3,2.040,-1.535,2.000,0.000,-0.001,1.000,2.000,-1.500,2.000,1.000,0.054,0.000,1
10.200,2,3,2.038,-1.533,2.000,0.001,-0.001,1.000,2.000,-1.500,2.000,1.000,0.050,0.000,1
10.250,2,3,2.036,-1.531,2.000,0.002,-0.002,1.000,2.000,-1.500,2.000,1.000,0.047,0.000,1
10.300,2,3,2.034,-1.529,2.000,0.002,-0.001,1.000,2.000,-1.500,2.000,1.000,0.044,0.000,1
10.350,2,3,2.031,-1.527,2.000,0.002,-0.001,1.000,2.000,-1.500,2.000,1.000,0.041,0.000,1
10.400,2,3,2.029,-1.525,2.000,0.002,-0.001,1.000,2.000,-1.500,2.000,1.000,0.039,0.000,1
10.450,2,3,2.027,-1.523,2.000,0.002,-0.001,1.000,2.000,-1.500,2.000,1.000,0.036,0.000,1
10.500,2,3,2.025,-1.521,2.000,0.003,-0.001,1.000,2.000,-1.500,2.000,1.000,0.033,0.000,1
10.550,2,3,2.023,-1.519,2.000,0.003,-0.001,1.000,2.000,-1.500,2.000,1.000,0.030,0.000,1
10.600,3,4,2.021,-1.518,2.000,0.004,-0.001,1.000,-2.000,-1.500,1.800,1.500,4.026,0.500,0
10.650,3,4,2.019,-1.516,2.000,-0.030,-0.024,1.025,-2.000,-1.500,1.800,1.500,4.024,0.475,0
10.700,3,4,2.016,-1.515,2.000,-0.218,-0.101,1.183,-2.000,-1.500,1.800,1.500,4.021,0.317,0
10.750,3,4,2.012,-1.513,1.984,-0.490,-0.148,1.401,-2.000,-1.500,1.800,1.500,4.016,0.099,0
10.800,3,4,2.000,-1.512,1.955,-0.765,-0.166,1.554,-2.000,-1.500,1.800,1.500,4.003,0.054,0
10.850,3,4,1.968,-1.515,1.922,-0.983,-0.219,1.580,-2.000,-1.500,1.800,1.500,3.970,0.080,0
10.900,3,4,1.897,-1.523,1.889,-1.096,-0.265,1.539,-2.000,-1.500,1.800,1.500,3.899,0.039,0
10.950,3,4,1.783,-1.536,1.854,-1.062,-0.287,1.456,-2.000,-1.500,1.800,1.500,3.783,0.044,0
11.000,3,4,1.630,-1.550,1.816,-0.878,-0.247,1.359,-2.000,-1.500,1.800,1.500,3.631,0.141,0
11.050,3,4,1.449,-1.565,1.778,-0.606,-0.113,1.306,-2.000,-1.500,1.800,1.500,3.449,0.194,0
11.100,3,4,1.247,-1.577,1.746,-0.310,0.078,1.347,-2.000,-1.500,1.800,1.500,3.248,0.153,0
11.150,3,4,1.037,-1.584,1.725,-0.023,0.233,1.438,-2.000,-1.500,1.800,1.500,3.039,0.062,0
11.200,3,4,0.829,-1.584,1.710,0.209,0.300,1.492,-2.000,-1.500,1.800,1.500,2.831,0.008,0
11.250,3,4,0.629,-1.576,1.701,0.354,0.290,1.491,-2.000,-1.500,1.800,1.500,2.632,0.009,0
11.300,3,4,0.442,-1.561,1.693,0.412,0.222,1.461,-2.000,-1.500,1.800,1.500,2.446,0.039,0
11.350,3,4,0.269,-1.542,1.686,0.405,0.115,1.433,-2.000,-1.500,1.800,1.500,2.272,0.067,0
11.400,3,4,0.109,-1.521,1.683,0.356,-0.010,1.425,-2.000,-1.500,1.800,1.500,2.112,0.075,0
11.450,3,4,-0.039,-1.503,1.686,0.285,-0.120,1.439,-2.000,-1.500,1.800,1.500,1.964,0.061,0
11.500,3,4,-0.178,-1.490,1.694,0.210,-0.190,1.464,-2.000,-1.500,1.800,1.500,1.825,0.036,0
11.550,3,4,-0.310,-1.482,1.707,0.148,-0.210,1.489,-2.000,-1.500,1.800,1.500,1.693,0.011,0
