time, drone_x, drone_y, drone_z, drone_roll, drone_pitch, drone_yaw, target_x, target_y, target_z, target_direction, distance_to_target, aiming_error, m1_power, m2_power, m3_power, m4_power, cumulative_energy
39.900, 0.579, 0.695, 1.824, -0.005, 0.002, 0.536, 1.076, 1.004, 1.818, 0.669, 0.585, 0.020, 0.002, 0.000, 0.000, 0.053, 1433.616
39.950, 0.600, 0.721, 1.823, 0.001, -0.002, 0.527, 1.099, 1.023, 1.814, 0.663, 0.584, 0.018, 1.000, 1.000, 1.000, 0.965, 1437.581
40.000, 0.621, 0.745, 1.820, -0.003, -0.005, 0.516, 1.122, 1.041, 1.809, 0.656, 0.582, 0.018, 0.000, 0.000, 0.000, 0.069, 1437.650
40.050, 0.642, 0.768, 1.814, -0.001, -0.004, 0.504, 1.146, 1.059, 1.805, 0.650, 0.582, 0.019, 1.000, 1.000, 1.000, 0.942, 1441.592
40.100, 0.663, 0.791, 1.814, 0.005, -0.002, 0.494, 1.169, 1.076, 1.801, 0.643, 0.581, 0.020, 0.208, 0.234, 0.252, 0.221, 1442.507
40.150, 0.684, 0.813, 1.810, 0.003, -0.002, 0.483, 1.192, 1.094, 1.797, 0.637, 0.580, 0.022, 0.000, 0.000, 0.000, 0.057, 1442.564
40.200, 0.705, 0.833, 1.811, 0.006, -0.005, 0.474, 1.215, 1.111, 1.793, 0.630, 0.581, 0.025, 0.995, 1.000, 1.000, 0.963, 1446.522
40.250, 0.726, 0.851, 1.802, 0.002, -0.001, 0.465, 1.237, 1.127, 1.789, 0.622, 0.582, 0.030, 0.996, 1.000, 1.000, 0.968, 1450.486
40.300, 0.746, 0.868, 1.795, 0.002, -0.003, 0.460, 1.260, 1.144, 1.785, 0.615, 0.584, 0.032, 0.000, 0.000, 0.000, 0.052, 1450.538
40.350, 0.766, 0.884, 1.797, -0.001, -0.003, 0.458, 1.283, 1.160, 1.781, 0.607, 0.586, 0.032, 0.000, 0.000, 0.000, 0.039, 1450.576
40.400, 0.785, 0.901, 1.791, -0.007, 0.007, 0.454, 1.305, 1.175, 1.777, 0.599, 0.588, 0.032, 1.000, 1.000, 0.996, 0.953, 1454.525
40.450, 0.805, 0.921, 1.793, -0.000, 0.001, 0.448, 1.328, 1.191, 1.773, 0.591, 0.588, 0.028, 0.001, 0.000, 0.000, 0.029, 1454.555
40.500, 0.825, 0.941, 1.792, -0.006, -0.003, 0.441, 1.350, 1.206, 1.769, 0.583, 0.588, 0.026, 0.958, 0.993, 1.000, 1.000, 1458.507
40.550, 0.845, 0.962, 1.786, -0.003, -0.004, 0.430, 1.372, 1.220, 1.765, 0.574, 0.587, 0.025, 0.000, 0.000, 0.000, 0.074, 1458.581
40.600, 0.865, 0.984, 1.784, 0.003, -0.002, 0.419, 1.395, 1.235, 1.761, 0.565, 0.587, 0.023, 0.021, 0.000, 0.000, 0.039, 1458.641
40.650, 0.884, 1.005, 1.782, -0.004, -0.003, 0.407, 1.417, 1.249, 1.757, 0.555, 0.586, 0.023, 0.013, 0.000, 0.000, 0.097, 1458.751
40.700, 0.904, 1.024, 1.777, 0.002, -0.003, 0.393, 1.439, 1.262, 1.753, 0.546, 0.586, 0.025, 1.000, 0.990, 1.000, 0.936, 1462.677
40.750, 0.924, 1.044, 1.772, 0.003, 0.001, 0.381, 1.461, 1.276, 1.748, 0.536, 0.585, 0.026, 0.340, 0.349, 0.343, 0.324, 1464.034
40.800, 0.943, 1.064, 1.765, -0.000, 0.001, 0.368, 1.482, 1.289, 1.744, 0.526, 0.585, 0.027, 0.000, 0.000, 0.000, 0.057, 1464.090
40.850, 0.963, 1.083, 1.760, 0.003, -0.006, 0.357, 1.504, 1.301, 1.740, 0.515, 0.584, 0.028, 1.000, 1.000, 1.000, 0.940, 1468.030
40.900, 0.982, 1.100, 1.756, 0.004, -0.005, 0.346, 1.526, 1.314, 1.736, 0.504, 0.585, 0.029, 0.991, 1.000, 1.000, 0.939, 1471.961
40.950, 1.001, 1.115, 1.754, 0.000, -0.004, 0.336, 1.547, 1.325, 1.732, 0.493, 0.586, 0.032, 0.000, 0.000, 0.000, 0.060, 1472.021
41.000, 1.019, 1.130, 1.751, -0.003, -0.001, 0.327, 1.568, 1.337, 1.728, 0.482, 0.588, 0.034, 1.000, 0.981, 1.000, 0.951, 1475.953
41.050, 1.038, 1.145, 1.748, -0.003, 0.003, 0.318, 1.590, 1.348, 1.724, 0.470, 0.589, 0.035, 0.521, 0.543, 0.534, 0.512, 1478.062
41.100, 1.056, 1.160, 1.743, -0.002, 0.003, 0.310, 1.611, 1.359, 1.720, 0.458, 0.589, 0.034, 1.000, 1.000, 1.000, 0.960, 1482.022
41.150, 1.075, 1.177, 1.736, -0.004, 0.004, 0.300, 1.632, 1.369, 1.716, 0.445, 0.590, 0.033, 0.003, 0.000, 0.000, 0.050, 1482.074
41.200, 1.094, 1.194, 1.726, -0.002, -0.002, 0.289, 1.653, 1.379, 1.712, 0.432, 0.589, 0.031, 0.000, 0.000, 0.000, 0.072, 1482.146
41.250, 1.113, 1.213, 1.724, -0.004, -0.002, 0.276, 1.674, 1.389, 1.708, 0.419, 0.588, 0.029, 1.000, 1.000, 1.000, 0.940, 1486.086
41.300, 1.132, 1.231, 1.721, 0.001, -0.004, 0.262, 1.694, 1.398, 1.704, 0.405, 0.587, 0.027, 0.974, 0.998, 1.000, 0.964, 1490.023
41.350, 1.150, 1.249, 1.720, 0.004, -0.000, 0.248, 1.715, 1.407, 1.700, 0.391, 0.587, 0.025, 0.998, 1.000, 1.000, 0.963, 1493.984
41.400, 1.168, 1.267, 1.717, -0.001, 0.006, 0.230, 1.735, 1.416, 1.696, 0.376, 0.587, 0.027, 0.006, 0.018, 0.000, 0.038, 1494.045
41.450, 1.187, 1.285, 1.715, 0.004, -0.003, 0.214, 1.756, 1.424, 1.692, 0.362, 0.585, 0.026, 1.000, 1.000, 1.000, 0.950, 1497.995
41.500, 1.206, 1.301, 1.710, -0.005, 0.005, 0.196, 1.776, 1.431, 1.689, 0.346, 0.585, 0.028, 0.010, 0.000, 0.000, 0.058, 1498.062
41.550, 1.225, 1.318, 1.705, 0.004, -0.005, 0.180, 1.796, 1.439, 1.685, 0.330, 0.584, 0.028, 0.997, 1.000, 1.000, 0.942, 1502.002
41.600, 1.244, 1.333, 1.708, 0.001, 0.001, 0.165, 1.816, 1.445, 1.681, 0.314, 0.584, 0.029, 0.794, 0.815, 0.825, 0.795, 1505.231
41.650, 1.262, 1.348, 1.704, 0.002, -0.001, 0.149, 1.836, 1.452, 1.677, 0.297, 0.583, 0.031, 0.995, 1.000, 1.000, 0.953, 1509.179
41.700, 1.281, 1.362, 1.705, 0.004, -0.007, 0.134, 1.855, 1.458, 1.673, 0.280, 0.583, 0.031, 0.984, 1.000, 1.000, 0.950, 1513.113
41.750, 1.298, 1.376, 1.702, 0.004, -0.001, 0.120, 1.875, 1.464, 1.669, 0.263, 0.584, 0.031, 0.000, 0.008, 0.023, 0.000, 1513.144
41.800, 1.315, 1.390, 1.698, 0.001, 0.001, 0.104, 1.894, 1.469, 1.665, 0.244, 0.586, 0.031, 0.018, 0.012, 0.000, 0.019, 1513.193
41.850, 1.333, 1.405, 1.689, 0.000, 0.004, 0.087, 1.914, 1.474, 1.661, 0.226, 0.586, 0.031, 1.000, 1.000, 1.000, 0.969, 1517.162
41.900, 1.351, 1.420, 1.681, 0.001, 0.003, 0.069, 1.933, 1.478, 1.657, 0.207, 0.586, 0.031, 1.000, 1.000, 1.000, 0.961, 1521.123
41.950, 1.370, 1.435, 1.682, 0.001, -0.000, 0.053, 1.952, 1.482, 1.653, 0.187, 0.585, 0.029, 0.020, 0.003, 0.000, 0.027, 1521.172
42.000, 1.390, 1.450, 1.680, 0.004, -0.008, 0.034, 1.971, 1.486, 1.649, 0.167, 0.583, 0.028, 0.000, 0.000, 0.000, 0.052, 1521.224
42.050, 1.408, 1.464, 1.677, -0.005, 0.002, 0.015, 1.990, 1.489, 1.645, 0.147, 0.583, 0.029, 1.000, 0.999, 1.000, 0.969, 1525.192
42.100, 1.427, 1.477, 1.677, 0.003, -0.003, -0.004, 2.008, 1.492, 1.641, 0.126, 0.583, 0.029, 0.017, 0.009, 0.000, 0.023, 1525.240
42.150, 1.445, 1.491, 1.672, 0.003, -0.002, -0.024, 2.027, 1.494, 1.638, 0.105, 0.583, 0.029, 0.020, 0.012, 0.000, 0.017, 1525.289
42.200, 1.464, 1.505, 1.666, 0.003, -0.003, -0.044, 2.045, 1.496, 1.634, 0.083, 0.582, 0.029, 0.000, 0.000, 0.000, 0.043, 1525.333
42.250, 1.482, 1.517, 1.660, 0.003, -0.003, -0.064, 2.063, 1.498, 1.630, 0.061, 0.583, 0.031, 0.994, 1.000, 1.000, 0.955, 1529.282
42.300, 1.499, 1.529, 1.654, 0.002, -0.002, -0.083, 2.082, 1.499, 1.626, 0.038, 0.584, 0.032, 0.000, 0.007, 0.000, 0.040, 1529.328
42.350, 1.517, 1.540, 1.653, -0.002, 0.005, -0.101, 2.099, 1.500, 1.622, 0.015, 0.585, 0.032, 1.000, 1.000, 0.981, 0.976, 1533.285
42.400, 1.535, 1.551, 1.653, 0.005, -0.004, -0.118, 2.117, 1.500, 1.618, -0.009, 0.585, 0.031, 0.017, 0.022, 0.000, 0.000, 1533.324
42.450, 1.554, 1.563, 1.646, 0.003, -0.001, -0.139, 2.135, 1.500, 1.614, -0.033, 0.585, 0.030, 0.985, 0.987, 1.000, 1.000, 1537.296
42.500, 1.574, 1.575, 1.639, 0.001, -0.000, -0.160, 2.152, 1.499, 1.611, -0.057, 0.584, 0.029, 0.012, 0.016, 0.000, 0.018, 1537.342
42.550, 1.594, 1.588, 1.633, -0.000, 0.003, -0.182, 2.170, 1.498, 1.607, -0.082, 0.583, 0.029, 0.995, 0.999, 1.000, 0.991, 1541.327
42.600, 1.614, 1.600, 1.626, -0.003, 0.005, -0.205, 2.187, 1.497, 1.603, -0.106, 0.582, 0.028, 0.018, 0.018, 0.000, 0.027, 1541.390
42.650, 1.635, 1.611, 1.625, 0.002, 0.001, -0.229, 2.204, 1.495, 1.599, -0.132, 0.582, 0.028, 0.996, 0.993, 1.000, 0.998, 1545.377
42.700, 1.655, 1.622, 1.622, 0.010, -0.005, -0.251, 2.221, 1.493, 1.595, -0.157, 0.581, 0.027, 0.000, 0.021, 0.000, 0.009, 1545.406
42.750, 1.672, 1.630, 1.622, 0.004, -0.005, -0.272, 2.238, 1.490, 1.591, -0.183, 0.583, 0.030, 1.000, 0.963, 1.000, 0.979, 1549.349
42.800, 1.689, 1.637, 1.618, 0.000, -0.004, -0.292, 2.254, 1.487, 1.588, -0.209, 0.586, 0.032, 0.000, 0.000, 0.017, 0.019, 1549.385
42.850, 1.705, 1.644, 1.609, 0.002, 0.003, -0.311, 2.271, 1.484, 1.584, -0.235, 0.589, 0.035, 0.999, 0.980, 1.000, 0.990, 1553.355
42.900, 1.722, 1.651, 1.609, -0.000, 0.003, -0.328, 2.287, 1.480, 1.580, -0.261, 0.591, 0.035, 0.015, 0.031, 0.000, 0.000, 1553.401
42.950, 1.740, 1.658, 1.607, 0.000, 0.004, -0.347, 2.303, 1.476, 1.576, -0.287, 0.592, 0.035, 0.999, 1.000, 1.000, 0.970, 1557.370
43.000, 1.760, 1.665, 1.610, -0.004, 0.002, -0.367, 2.319, 1.471, 1.572, -0.314, 0.592, 0.033, 1.000, 0.967, 0.998, 1.000, 1561.335
43.050, 1.780, 1.673, 1.607, 0.002, 0.001, -0.389, 2.335, 1.466, 1.569, -0.340, 0.593, 0.032, 1.000, 0.973, 1.000, 0.999, 1565.307
43.100, 1.800, 1.681, 1.607, -0.002, -0.002, -0.412, 2.350, 1.461, 1.565, -0.367, 0.594, 0.032, 0.007, 0.037, 0.000, 0.003, 1565.354
43.150, 1.820, 1.688, 1.599, -0.001, -0.001, -0.436, 2.366, 1.455, 1.561, -0.393, 0.595, 0.032, 1.000, 0.967, 1.000, 1.000, 1569.321
43.200, 1.840, 1.695, 1.596, 0.005, -0.001, -0.458, 2.381, 1.448, 1.557, -0.419, 0.596, 0.030, 0.213, 0.176, 0.240, 0.215, 1570.165
43.250, 1.860, 1.702, 1.593, 0.002, 0.001, -0.482, 2.396, 1.442, 1.554, -0.446, 0.597, 0.030, 0.031, 0.000, 0.000, 0.001, 1570.198
43.300, 1.879, 1.708, 1.588, -0.005, 0.008, -0.506, 2.411, 1.435, 1.550, -0.472, 0.599, 0.032, 1.000, 0.974, 0.990, 1.000, 1574.162
43.350, 1.899, 1.713, 1.582, 0.001, 0.005, -0.529, 2.426, 1.427, 1.546, -0.497, 0.600, 0.033, 0.000, 0.038, 0.000, 0.001, 1574.201
43.400, 1.920, 1.717, 1.582, 0.010, -0.004, -0.551, 2.441, 1.419, 1.543, -0.523, 0.601, 0.032, 0.000, 0.037, 0.000, 0.000, 1574.237
43.450, 1.939, 1.720, 1.583, 0.002, 0.002, -0.571, 2.455, 1.411, 1.539, -0.548, 0.603, 0.032, 0.838, 0.855, 0.755, 0.818, 1577.504
43.500, 1.956, 1.722, 1.581, -0.007, 0.003, -0.592, 2.469, 1.402, 1.535, -0.574, 0.606, 0.035, 1.000, 0.969, 0.985, 1.000, 1581.457
43.550, 1.974, 1.724, 1.577, -0.000, 0.006, -0.612, 2.483, 1.393, 1.532, -0.598, 0.609, 0.035, 0.014, 0.037, 0.000, 0.000, 1581.508
43.600, 1.993, 1.726, 1.569, -0.004, 0.007, -0.632, 2.497, 1.384, 1.528, -0.623, 0.611, 0.035, 1.000, 0.968, 1.000, 1.000, 1585.476
43.650, 2.014, 1.729, 1.567, 0.007, -0.001, -0.654, 2.511, 1.374, 1.524, -0.647, 0.612, 0.034, 0.967, 0.993, 1.000, 1.000, 1589.436
43.700, 2.035, 1.730, 1.560, 0.001, 0.007, -0.676, 2.525, 1.364, 1.521, -0.671, 0.613, 0.033, 0.003, 0.036, 0.000, 0.000, 1589.476
43.750, 2.056, 1.732, 1.562, 0.005, -0.002, -0.697, 2.538, 1.353, 1.517, -0.694, 0.614, 0.031, 0.010, 0.037, 0.000, 0.000, 1589.522
43.800, 2.077, 1.732, 1.556, -0.005, 0.007, -0.720, 2.551, 1.342, 1.513, -0.718, 0.616, 0.032, 0.036, 0.027, 0.000, 0.000, 1589.585
43.850, 2.097, 1.733, 1.556, -0.001, 0.005, -0.742, 2.564, 1.331, 1.510, -0.740, 0.619, 0.031, 0.015, 0.041, 0.000, 0.000, 1589.641
43.900, 2.116, 1.734, 1.559, -0.002, -0.007, -0.762, 2.577, 1.319, 1.506, -0.763, 0.622, 0.029, 0.013, 0.000, 0.007, 0.010, 1589.671
43.950, 2.136, 1.734, 1.551, 0.003, 0.005, -0.785, 2.590, 1.307, 1.502, -0.784, 0.625, 0.030, 0.993, 0.995, 1.000, 1.000, 1593.660
44.000, 2.157, 1.733, 1.550, -0.001, -0.002, -0.807, 2.602, 1.295, 1.499, -0.806, 0.627, 0.029, 0.373, 0.335, 0.369, 0.395, 1595.132
44.050, 2.178, 1.732, 1.548, 0.003, 0.002, -0.829, 2.615, 1.282, 1.495, -0.827, 0.630, 0.028, 0.982, 1.000, 1.000, 1.000, 1599.114
44.100, 2.199, 1.730, 1.540, -0.002, 0.010, -0.851, 2.627, 1.269, 1.492, -0.848, 0.632, 0.028, 1.000, 0.998, 0.981, 0.989, 1603.081
44.150, 2.219, 1.728, 1.534, 0.004, 0.006, -0.871, 2.639, 1.255, 1.488, -0.868, 0.634, 0.027, 1.000, 0.964, 1.000, 0.996, 1607.041
44.200, 2.238, 1.724, 1.535, -0.003, -0.002, -0.890, 2.651, 1.241, 1.484, -0.887, 0.637, 0.026, 0.431, 0.404, 0.459, 0.460, 1608.796
44.250, 2.258, 1.721, 1.530, -0.005, 0.001, -0.911, 2.662, 1.227, 1.481, -0.907, 0.640, 0.027, 1.000, 0.968, 1.000, 1.000, 1612.764
44.300, 2.278, 1.717, 1.526, 0.003, 0.010, -0.932, 2.674, 1.212, 1.477, -0.926, 0.643, 0.026, 0.000, 0.043, 0.000, 0.000, 1612.807
44.350, 2.299, 1.713, 1.522, -0.001, 0.006, -0.952, 2.685, 1.198, 1.474, -0.944, 0.646, 0.025, 0.026, 0.034, 0.000, 0.000, 1612.867
44.400, 2.320, 1.707, 1.522, 0.006, 0.004, -0.972, 2.696, 1.182, 1.470, -0.962, 0.648, 0.023, 0.000, 0.038, 0.000, 0.000, 1612.905
44.450, 2.340, 1.702, 1.516, 0.001, 0.002, -0.992, 2.707, 1.167, 1.467, -0.980, 0.650, 0.022, 1.000, 0.971, 1.000, 1.000, 1616.875
44.500, 2.360, 1.695, 1.521, 0.002, -0.001, -1.011, 2.718, 1.151, 1.463, -0.997, 0.654, 0.021, 0.995, 0.979, 1.000, 1.000, 1620.850
44.550, 2.380, 1.690, 1.517, 0.007, -0.011, -1.030, 2.728, 1.135, 1.460, -1.014, 0.657, 0.019, 0.000, 0.026, 0.024, 0.000, 1620.900
44.600, 2.400, 1.682, 1.512, -0.002, 0.003, -1.049, 2.738, 1.118, 1.456, -1.031, 0.660, 0.019, 0.018, 0.009, 0.000, 0.000, 1620.927
44.650, 2.420, 1.675, 1.509, -0.005, 0.006, -1.068, 2.749, 1.101, 1.453, -1.047, 0.663, 0.018, 1.000, 0.980, 0.991, 1.000, 1624.898
44.700, 2.440, 1.667, 1.509, -0.001, -0.005, -1.087, 2.759, 1.084, 1.449, -1.063, 0.666, 0.016, 0.027, 0.002, 0.045, 0.049, 1625.022
44.750, 2.460, 1.659, 1.506, -0.005, -0.008, -1.105, 2.768, 1.067, 1.446, -1.079, 0.670, 0.014, 0.000, 0.000, 0.017, 0.023, 1625.063
44.800, 2.479, 1.651, 1.506, 0.004, 0.006, -1.124, 2.778, 1.049, 1.442, -1.094, 0.675, 0.013, 0.990, 0.986, 1.000, 1.000, 1629.038
44.850, 2.499, 1.642, 1.501, 0.010, 0.008, -1.142, 2.787, 1.031, 1.439, -1.108, 0.679, 0.012, 0.999, 0.994, 1.000, 0.976, 1633.007
44.900, 2.518, 1.632, 1.496, 0.007, 0.001, -1.160, 2.796, 1.013, 1.435, -1.123, 0.682, 0.012, 0.020, 0.043, 0.000, 0.000, 1633.070
44.950, 2.538, 1.622, 1.496, 0.003, -0.003, -1.178, 2.805, 0.994, 1.432, -1.137, 0.685, 0.010, 0.007, 0.000, 0.032, 0.000, 1633.110
45.000, 2.558, 1.612, 1.498, 0.004, 0.004, -1.197, 2.814, 0.975, 1.428, -1.151, 0.690, 0.008, 0.044, 0.043, 0.000, 0.000, 1633.197
45.050, 2.579, 1.602, 1.491, 0.006, -0.001, -1.216, 2.823, 0.956, 1.425, -1.165, 0.693, 0.006, 0.567, 0.570, 0.607, 0.601, 1635.541
45.100, 2.599, 1.588, 1.484, 0.001, -0.007, -1.233, 2.831, 0.937, 1.422, -1.178, 0.694, 0.005, 0.084, 0.062, 0.114, 0.112, 1635.914
45.150, 2.618, 1.574, 1.479, 0.000, -0.000, -1.251, 2.839, 0.917, 1.418, -1.191, 0.696, 0.004, 0.018, 0.031, 0.000, 0.020, 1635.982
45.200, 2.636, 1.559, 1.475, -0.000, -0.000, -1.266, 2.847, 0.897, 1.415, -1.204, 0.697, 0.004, 0.988, 0.961, 1.000, 1.000, 1639.930
45.250, 2.654, 1.545, 1.473, 0.003, 0.003, -1.280, 2.855, 0.877, 1.411, -1.216, 0.700, 0.002, 0.969, 0.988, 1.000, 1.000, 1643.887
45.300, 2.672, 1.531, 1.473, 0.001, 0.008, -1.296, 2.862, 0.857, 1.408, -1.228, 0.703, 0.000, 0.036, 0.032, 0.000, 0.000, 1643.955
45.350, 2.690, 1.517, 1.470, 0.010, 0.013, -1.312, 2.870, 0.836, 1.405, -1.240, 0.707, 0.001, 0.030, 0.040, 0.000, 0.000, 1644.025
45.400, 2.708, 1.501, 1.464, 0.005, 0.001, -1.327, 2.877, 0.815, 1.401, -1.252, 0.709, 0.002, 0.016, 0.029, 0.000, 0.000, 1644.070
45.450, 2.727, 1.485, 1.464, 0.007, -0.004, -1.342, 2.884, 0.794, 1.398, -1.264, 0.711, 0.005, 0.017, 0.030, 0.002, 0.000, 1644.120
45.500, 2.745, 1.469, 1.463, 0.001, 0.005, -1.358, 2.891, 0.773, 1.395, -1.275, 0.714, 0.006, 0.989, 1.000, 0.978, 1.000, 1648.086
45.550, 2.763, 1.453, 1.460, 0.005, 0.005, -1.374, 2.897, 0.751, 1.391, -1.286, 0.717, 0.008, 0.019, 0.006, 0.011, 0.000, 1648.123
45.600, 2.780, 1.436, 1.459, -0.003, -0.006, -1.388, 2.904, 0.730, 1.388, -1.297, 0.720, 0.010, 0.969, 0.970, 1.000, 1.000, 1652.062
45.650, 2.798, 1.418, 1.458, 0.003, -0.004, -1.403, 2.910, 0.708, 1.385, -1.308, 0.723, 0.011, 0.053, 0.063, 0.107, 0.096, 1652.381
45.700, 2.815, 1.400, 1.454, -0.000, 0.003, -1.418, 2.916, 0.686, 1.382, -1.319, 0.725, 0.013, 0.994, 1.000, 0.968, 1.000, 1656.343
45.750, 2.831, 1.381, 1.449, 0.012, 0.004, -1.432, 2.922, 0.663, 1.378, -1.329, 0.726, 0.013, 0.031, 0.056, 0.000, 0.000, 1656.429
45.800, 2.847, 1.360, 1.445, 0.005, -0.005, -1.445, 2.927, 0.641, 1.375, -1.339, 0.727, 0.015, 0.000, 0.000, 0.033, 0.000, 1656.462
45.850, 2.862, 1.340, 1.442, -0.020, -0.016, -1.456, 2.933, 0.618, 1.372, -1.350, 0.729, 0.017, 0.024, 0.000, 0.000, 0.023, 1656.510
45.900, 2.876, 1.320, 1.440, -0.005, 0.003, -1.470, 2.938, 0.595, 1.369, -1.360, 0.731, 0.017, 0.978, 0.983, 0.997, 1.000, 1660.468
45.950, 2.892, 1.300, 1.440, 0.005, -0.003, -1.481, 2.943, 0.572, 1.365, -1.369, 0.733, 0.020, 0.165, 0.187, 0.235, 0.204, 1661.259
46.000, 2.907, 1.279, 1.439, 0.001, 0.002, -1.495, 2.948, 0.549, 1.362, -1.379, 0.735, 0.021, 0.223, 0.239, 0.202, 0.223, 1662.146
46.050, 2.922, 1.258, 1.433, 0.003, 0.000, -1.507, 2.952, 0.526, 1.359, -1.389, 0.736, 0.022, 0.970, 0.977, 1.000, 1.000, 1666.094
46.100, 2.936, 1.236, 1.432, 0.009, 0.002, -1.518, 2.956, 0.502, 1.356, -1.398, 0.738, 0.025, 0.037, 0.025, 0.003, 0.000, 1666.159
46.150, 2.950, 1.214, 1.426, 0.011, -0.001, -1.530, 2.961, 0.478, 1.353, -1.408, 0.739, 0.026, 0.962, 0.994, 1.000, 1.000, 1670.116
46.200, 2.964, 1.191, 1.426, 0.003, -0.003, -1.543, 2.965, 0.455, 1.349, -1.417, 0.741, 0.027, 0.342, 0.361, 0.394, 0.404, 1671.618
46.250, 2.978, 1.170, 1.427, 0.005, -0.004, -1.557, 2.968, 0.431, 1.346, -1.426, 0.743, 0.028, 0.873, 0.904, 0.935, 0.965, 1675.295
46.300, 2.993, 1.148, 1.426, 0.005, 0.007, -1.569, 2.972, 0.407, 1.343, -1.435, 0.746, 0.030, 0.045, 0.026, 0.000, 0.000, 1675.365
46.350, 3.005, 1.126, 1.422, -0.009, 0.002, -1.580, 2.975, 0.383, 1.340, -1.444, 0.748, 0.032, 0.058, 0.000, 0.000, 0.000, 1675.424
46.400, 3.018, 1.102, 1.420, -0.008, -0.007, -1.591, 2.978, 0.358, 1.337, -1.453, 0.749, 0.033, 0.956, 0.971, 1.000, 1.000, 1679.350
46.450, 3.030, 1.079, 1.416, 0.008, 0.002, -1.601, 2.981, 0.334, 1.334, -1.462, 0.751, 0.035, 0.986, 0.940, 1.000, 1.000, 1683.277
46.500, 3.040, 1.055, 1.413, 0.005, 0.001, -1.610, 2.984, 0.310, 1.331, -1.470, 0.752, 0.035, 0.457, 0.495, 0.533, 0.495, 1685.256
46.550, 3.049, 1.029, 1.409, -0.001, 0.006, -1.619, 2.986, 0.285, 1.328, -1.479, 0.751, 0.036, 0.981, 1.000, 0.960, 1.000, 1689.197
46.600, 3.058, 1.003, 1.407, -0.002, 0.002, -1.627, 2.989, 0.261, 1.324, -1.488, 0.750, 0.037, 0.053, 0.045, 0.000, 0.000, 1689.294
46.650, 3.067, 0.978, 1.402, -0.002, 0.003, -1.635, 2.991, 0.236, 1.321, -1.496, 0.750, 0.039, 0.054, 0.016, 0.000, 0.000, 1689.364
46.700, 3.077, 0.952, 1.401, -0.001, -0.010, -1.645, 2.993, 0.211, 1.318, -1.505, 0.750, 0.039, 0.040, 0.019, 0.000, 0.000, 1689.423
46.750, 3.087, 0.927, 1.392, -0.003, 0.009, -1.654, 2.994, 0.186, 1.315, -1.513, 0.750, 0.042, 0.064, 0.006, 0.000, 0.000, 1689.493
46.800, 3.096, 0.900, 1.385, -0.002, -0.004, -1.661, 2.996, 0.162, 1.312, -1.522, 0.749, 0.044, 0.955, 0.969, 1.000, 1.000, 1693.417
46.850, 3.105, 0.874, 1.388, -0.002, -0.005, -1.673, 2.997, 0.137, 1.309, -1.530, 0.750, 0.044, 0.831, 0.864, 0.876, 0.941, 1696.929
46.900, 3.115, 0.849, 1.382, 0.002, -0.010, -1.681, 2.998, 0.112, 1.306, -1.538, 0.750, 0.047, 0.020, 0.000, 0.003, 0.000, 1696.952
46.950, 3.123, 0.825, 1.378, 0.019, 0.009, -1.689, 2.999, 0.087, 1.303, -1.547, 0.752, 0.049, 0.972, 1.000, 1.000, 0.981, 1700.905
47.000, 3.131, 0.799, 1.374, 0.014, -0.002, -1.698, 2.999, 0.062, 1.300, -1.555, 0.752, 0.050, 0.950, 0.998, 1.000, 1.000, 1704.854
47.050, 3.139, 0.773, 1.367, 0.002, -0.001, -1.706, 3.000, 0.037, 1.297, -1.563, 0.752, 0.052, 0.954, 0.960, 1.000, 1.000, 1708.767
47.100, 3.146, 0.747, 1.363, 0.000, 0.009, -1.715, 3.000, 0.012, 1.294, -1.572, 0.752, 0.052, 0.069, 0.003, 0.000, 0.000, 1708.839
47.150, 3.151, 0.719, 1.360, 0.039, 0.009, -1.721, 3.000, -0.013, 1.291, -1.580, 0.751, 0.053, 0.985, 1.000, 1.000, 0.922, 1712.746
47.200, 3.155, 0.693, 1.363, 0.013, 0.005, -1.730, 3.000, -0.038, 1.288, -1.588, 0.751, 0.050, 1.000, 1.000, 0.964, 0.975, 1716.685
47.250, 3.161, 0.666, 1.361, -0.008, -0.010, -1.738, 2.999, -0.063, 1.286, -1.597, 0.751, 0.051, 0.058, 0.017, 0.000, 0.000, 1716.760
47.300, 3.168, 0.641, 1.359, -0.000, 0.005, -1.745, 2.999, -0.088, 1.283, -1.605, 0.752, 0.054, 0.674, 0.693, 0.748, 0.743, 1719.618
47.350, 3.174, 0.615, 1.357, 0.003, 0.003, -1.753, 2.998, -0.113, 1.280, -1.614, 0.753, 0.055, 0.831, 0.859, 0.915, 0.898, 1723.120
47.400, 3.180, 0.589, 1.348, -0.016, 0.006, -1.759, 2.997, -0.138, 1.277, -1.622, 0.752, 0.058, 0.968, 0.989, 0.973, 1.000, 1727.050
47.450, 3.186, 0.562, 1.347, 0.001, 0.004, -1.767, 2.996, -0.163, 1.274, -1.630, 0.753, 0.061, 0.956, 0.990, 1.000, 1.000, 1730.997
47.500, 3.191, 0.535, 1.342, -0.005, -0.004, -1.776, 2.994, -0.188, 1.271, -1.639, 0.753, 0.061, 0.051, 0.006, 0.000, 0.000, 1731.054
47.550, 3.198, 0.509, 1.344, 0.020, 0.005, -1.788, 2.992, -0.212, 1.268, -1.647, 0.754, 0.061, 0.954, 1.000, 1.000, 1.000, 1735.007
