time, drone_x, drone_y, drone_z, drone_roll, drone_pitch, drone_yaw, target_x, target_y, target_z, target_direction, distance_to_target, aiming_error, m1_power, m2_power, m3_power, m4_power, cumulative_energy
15.600, 1.985, -1.387, 2.876, 0.003, 0.056, 3.044, 1.547, -1.325, 2.964, 2.635, 0.451, 0.044, 0.997, 0.968, 1.000, 0.972, 544.707
15.650, 1.939, -1.383, 2.870, 0.016, 0.031, 3.037, 1.525, -1.313, 2.965, 2.624, 0.430, 0.062, 0.001, 0.034, 0.000, 0.000, 544.742
15.700, 1.883, -1.374, 2.866, 0.017, 0.001, 3.014, 1.503, -1.301, 2.966, 2.613, 0.399, 0.063, 1.000, 0.990, 1.000, 0.986, 548.718
15.750, 1.828, -1.363, 2.863, -0.000, -0.029, 2.993, 1.482, -1.288, 2.967, 2.603, 0.369, 0.062, 0.384, 0.358, 0.414, 0.398, 550.272
15.800, 1.784, -1.353, 2.865, 0.004, -0.027, 2.973, 1.460, -1.275, 2.968, 2.593, 0.348, 0.065, 0.663, 0.673, 0.574, 0.611, 552.793
15.850, 1.751, -1.345, 2.867, -0.015, -0.023, 2.951, 1.438, -1.262, 2.969, 2.584, 0.339, 0.070, 0.032, 0.039, 0.000, 0.001, 552.864
15.900, 1.726, -1.343, 2.870, 0.007, -0.015, 2.928, 1.416, -1.248, 2.970, 2.575, 0.340, 0.083, 0.000, 0.000, 0.134, 0.000, 552.999
15.950, 1.706, -1.343, 2.875, 0.011, -0.002, 2.896, 1.394, -1.234, 2.971, 2.566, 0.344, 0.090, 0.000, 0.047, 0.000, 0.000, 553.046
16.000, 1.688, -1.343, 2.875, 0.008, 0.001, 2.863, 1.372, -1.220, 2.972, 2.557, 0.353, 0.091, 0.035, 0.033, 0.000, 0.000, 553.114
16.050, 1.672, -1.339, 2.879, 0.014, -0.004, 2.831, 1.350, -1.205, 2.973, 2.549, 0.361, 0.083, 0.000, 0.037, 0.000, 0.000, 553.151
16.100, 1.657, -1.333, 2.877, 0.003, -0.003, 2.805, 1.327, -1.190, 2.974, 2.541, 0.372, 0.071, 0.995, 0.972, 1.000, 1.000, 557.118
16.150, 1.643, -1.324, 2.877, 0.001, -0.000, 2.790, 1.305, -1.175, 2.975, 2.533, 0.382, 0.063, 0.519, 0.482, 0.501, 0.546, 559.166
16.200, 1.629, -1.313, 2.879, -0.001, -0.001, 2.779, 1.282, -1.159, 2.976, 2.525, 0.392, 0.055, 0.991, 0.966, 1.000, 1.000, 563.124
16.250, 1.614, -1.302, 2.881, 0.011, -0.000, 2.774, 1.259, -1.143, 2.977, 2.518, 0.400, 0.053, 0.000, 0.023, 0.072, 0.000, 563.219
16.300, 1.598, -1.289, 2.879, -0.003, 0.006, 2.768, 1.237, -1.127, 2.978, 2.510, 0.408, 0.047, 0.495, 0.464, 0.498, 0.524, 565.201
16.350, 1.579, -1.275, 2.880, 0.002, 0.007, 2.765, 1.214, -1.110, 2.978, 2.503, 0.412, 0.048, 0.636, 0.608, 0.673, 0.660, 567.778
16.400, 1.556, -1.259, 2.881, 0.002, 0.006, 2.761, 1.191, -1.093, 2.979, 2.497, 0.413, 0.045, 0.612, 0.580, 0.624, 0.610, 570.204
16.450, 1.532, -1.241, 2.879, -0.006, 0.001, 2.757, 1.168, -1.076, 2.980, 2.490, 0.412, 0.042, 1.000, 0.972, 0.986, 1.000, 574.161
16.500, 1.507, -1.224, 2.876, -0.005, -0.002, 2.752, 1.145, -1.058, 2.981, 2.484, 0.412, 0.040, 1.000, 0.966, 0.995, 1.000, 578.122
16.550, 1.482, -1.208, 2.882, 0.007, 0.001, 2.751, 1.122, -1.040, 2.982, 2.478, 0.410, 0.045, 0.000, 0.000, 0.084, 0.000, 578.206
16.600, 1.456, -1.193, 2.880, 0.009, 0.010, 2.743, 1.099, -1.022, 2.982, 2.472, 0.409, 0.047, 1.000, 0.979, 1.000, 0.987, 582.173
16.650, 1.429, -1.176, 2.884, -0.001, -0.000, 2.735, 1.075, -1.004, 2.983, 2.466, 0.406, 0.047, 0.005, 0.043, 0.000, 0.000, 582.221
16.700, 1.403, -1.160, 2.886, -0.009, -0.002, 2.725, 1.052, -0.985, 2.984, 2.460, 0.404, 0.046, 1.000, 0.966, 0.971, 1.000, 586.157
16.750, 1.377, -1.145, 2.884, -0.003, -0.005, 2.714, 1.028, -0.966, 2.985, 2.455, 0.404, 0.047, 1.000, 0.962, 0.999, 1.000, 590.118
16.800, 1.352, -1.130, 2.883, 0.006, 0.005, 2.704, 1.005, -0.947, 2.985, 2.450, 0.405, 0.049, 0.000, 0.048, 0.000, 0.000, 590.166
16.850, 1.327, -1.115, 2.884, 0.009, -0.007, 2.692, 0.981, -0.927, 2.986, 2.445, 0.406, 0.048, 0.000, 0.008, 0.069, 0.000, 590.243
16.900, 1.303, -1.099, 2.887, -0.005, 0.000, 2.681, 0.958, -0.908, 2.987, 2.440, 0.407, 0.045, 1.000, 0.964, 0.977, 1.000, 594.185
16.950, 1.280, -1.083, 2.890, 0.003, 0.004, 2.672, 0.934, -0.888, 2.987, 2.435, 0.409, 0.046, 0.005, 0.044, 0.000, 0.000, 594.234
17.000, 1.256, -1.067, 2.889, -0.006, -0.001, 2.664, 0.910, -0.867, 2.988, 2.431, 0.412, 0.046, 1.000, 0.917, 0.993, 1.000, 598.145
17.050, 1.233, -1.051, 2.891, 0.003, -0.003, 2.655, 0.886, -0.847, 2.989, 2.426, 0.414, 0.045, 0.647, 0.649, 0.667, 0.683, 600.791
17.100, 1.210, -1.034, 2.892, 0.007, 0.005, 2.645, 0.862, -0.826, 2.989, 2.422, 0.417, 0.043, 0.000, 0.067, 0.000, 0.000, 600.858
17.150, 1.186, -1.017, 2.892, 0.008, 0.001, 2.637, 0.838, -0.805, 2.990, 2.418, 0.418, 0.042, 0.000, 0.065, 0.000, 0.000, 600.924
17.200, 1.161, -0.998, 2.891, 0.006, -0.005, 2.629, 0.814, -0.784, 2.991, 2.414, 0.419, 0.040, 0.995, 0.962, 1.000, 1.000, 604.882
17.250, 1.138, -0.978, 2.889, -0.003, -0.001, 2.623, 0.790, -0.762, 2.991, 2.411, 0.421, 0.037, 0.015, 0.042, 0.000, 0.000, 604.939
17.300, 1.115, -0.959, 2.890, -0.007, 0.004, 2.618, 0.766, -0.741, 2.992, 2.407, 0.424, 0.036, 1.000, 0.917, 0.982, 1.000, 608.838
17.350, 1.091, -0.942, 2.893, -0.000, 0.001, 2.612, 0.742, -0.719, 2.992, 2.404, 0.426, 0.039, 0.185, 0.147, 0.226, 0.215, 609.609
17.400, 1.066, -0.923, 2.892, -0.001, -0.005, 2.605, 0.718, -0.697, 2.993, 2.400, 0.428, 0.040, 0.003, 0.000, 0.030, 0.017, 609.658
17.450, 1.041, -0.904, 2.894, 0.004, -0.005, 2.595, 0.693, -0.675, 2.993, 2.397, 0.428, 0.036, 0.000, 0.056, 0.000, 0.000, 609.714
17.500, 1.017, -0.885, 2.898, 0.008, -0.008, 2.587, 0.669, -0.652, 2.994, 2.394, 0.429, 0.035, 0.000, 0.000, 0.113, 0.000, 609.827
17.550, 0.993, -0.866, 2.900, 0.016, 0.004, 2.580, 0.645, -0.630, 2.994, 2.391, 0.432, 0.035, 0.000, 0.094, 0.007, 0.000, 609.928
17.600, 0.969, -0.848, 2.897, 0.006, 0.007, 2.572, 0.620, -0.607, 2.995, 2.388, 0.435, 0.036, 0.000, 0.047, 0.000, 0.000, 609.975
17.650, 0.944, -0.827, 2.900, 0.006, -0.004, 2.565, 0.596, -0.584, 2.995, 2.386, 0.435, 0.033, 0.356, 0.357, 0.264, 0.302, 611.254
17.700, 0.920, -0.806, 2.895, 0.003, 0.005, 2.558, 0.571, -0.561, 2.995, 2.383, 0.438, 0.030, 0.000, 0.044, 0.000, 0.000, 611.298
17.750, 0.896, -0.785, 2.896, 0.007, -0.005, 2.554, 0.547, -0.538, 2.996, 2.381, 0.439, 0.028, 1.000, 0.950, 1.000, 1.000, 615.248
17.800, 0.873, -0.763, 2.898, -0.010, 0.002, 2.549, 0.522, -0.514, 2.996, 2.378, 0.441, 0.025, 0.995, 0.995, 0.955, 1.000, 619.192
17.850, 0.849, -0.744, 2.901, 0.004, -0.004, 2.543, 0.497, -0.491, 2.997, 2.376, 0.444, 0.025, 0.999, 0.946, 1.000, 1.000, 623.137
17.900, 0.827, -0.725, 2.903, -0.004, 0.004, 2.540, 0.473, -0.467, 2.997, 2.374, 0.448, 0.029, 1.000, 0.923, 0.960, 1.000, 627.019
17.950, 0.802, -0.705, 2.903, 0.010, -0.001, 2.534, 0.448, -0.443, 2.997, 2.372, 0.450, 0.031, 0.000, 0.000, 0.097, 0.000, 627.116
18.000, 0.775, -0.683, 2.901, 0.002, -0.005, 2.527, 0.423, -0.419, 2.997, 2.370, 0.451, 0.029, 0.000, 0.000, 0.048, 0.011, 627.175
18.050, 0.750, -0.660, 2.901, 0.007, -0.006, 2.519, 0.399, -0.395, 2.998, 2.369, 0.451, 0.024, 0.000, 0.066, 0.000, 0.000, 627.241
18.100, 0.726, -0.638, 2.904, -0.000, -0.002, 2.514, 0.374, -0.371, 2.998, 2.367, 0.452, 0.022, 0.000, 0.066, 0.000, 0.000, 627.307
18.150, 0.703, -0.617, 2.906, 0.009, 0.001, 2.513, 0.349, -0.347, 2.998, 2.366, 0.454, 0.023, 0.000, 0.068, 0.000, 0.000, 627.375
18.200, 0.679, -0.595, 2.906, -0.006, 0.001, 2.509, 0.324, -0.322, 2.999, 2.364, 0.456, 0.023, 0.000, 0.048, 0.000, 0.014, 627.436
18.250, 0.654, -0.573, 2.906, -0.003, -0.002, 2.504, 0.299, -0.298, 2.999, 2.363, 0.458, 0.023, 1.000, 0.909, 0.952, 1.000, 631.297
18.300, 0.629, -0.551, 2.904, -0.004, -0.001, 2.500, 0.274, -0.273, 2.999, 2.362, 0.460, 0.022, 1.000, 0.888, 0.975, 1.000, 635.160
18.350, 0.605, -0.528, 2.908, -0.002, -0.006, 2.496, 0.249, -0.249, 2.999, 2.361, 0.461, 0.022, 0.001, 0.000, 0.042, 0.018, 635.221
18.400, 0.580, -0.506, 2.910, 0.006, -0.002, 2.491, 0.225, -0.224, 2.999, 2.360, 0.463, 0.020, 0.000, 0.072, 0.000, 0.000, 635.293
18.450, 0.557, -0.483, 2.907, 0.003, -0.004, 2.487, 0.200, -0.199, 2.999, 2.359, 0.465, 0.017, 0.000, 0.063, 0.000, 0.000, 635.356
18.500, 0.534, -0.460, 2.905, 0.002, 0.000, 2.484, 0.175, -0.174, 3.000, 2.358, 0.469, 0.014, 1.000, 0.939, 1.000, 1.000, 639.296
18.550, 0.511, -0.438, 2.905, -0.005, -0.002, 2.484, 0.150, -0.150, 3.000, 2.358, 0.472, 0.015, 1.000, 0.902, 0.949, 1.000, 643.147
18.600, 0.488, -0.415, 2.907, -0.009, -0.002, 2.483, 0.125, -0.125, 3.000, 2.357, 0.474, 0.016, 1.000, 0.880, 0.959, 1.000, 646.986
18.650, 0.464, -0.392, 2.907, 0.010, -0.008, 2.479, 0.100, -0.100, 3.000, 2.357, 0.476, 0.014, 0.971, 0.967, 1.000, 1.000, 650.924
18.700, 0.441, -0.368, 2.909, 0.003, 0.002, 2.477, 0.075, -0.075, 3.000, 2.356, 0.478, 0.010, 1.000, 1.000, 0.948, 0.976, 654.848
18.750, 0.420, -0.345, 2.909, -0.004, 0.006, 2.477, 0.050, -0.050, 3.000, 2.356, 0.482, 0.009, 0.000, 0.073, 0.000, 0.000, 654.921
18.800, 0.397, -0.322, 2.906, 0.001, -0.008, 2.476, 0.025, -0.025, 3.000, 2.356, 0.486, 0.009, 0.000, 0.052, 0.000, 0.039, 655.011
18.850, 0.374, -0.300, 2.912, -0.005, -0.000, 2.475, -0.000, 0.000, 3.000, 2.356, 0.487, 0.009, 0.000, 0.054, 0.000, 0.022, 655.087
18.900, 0.349, -0.276, 2.910, 0.001, 0.000, 2.474, -0.025, 0.025, 3.000, 2.356, 0.489, 0.010, 0.287, 0.216, 0.314, 0.319, 656.223
18.950, 0.325, -0.251, 2.907, 0.003, -0.006, 2.472, -0.050, 0.050, 3.000, 2.357, 0.490, 0.007, 1.000, 0.928, 1.000, 1.000, 660.151
19.000, 0.302, -0.226, 2.908, -0.011, -0.001, 2.472, -0.075, 0.075, 3.000, 2.357, 0.492, 0.005, 0.000, 0.058, 0.000, 0.026, 660.235
19.050, 0.279, -0.203, 2.908, 0.003, -0.001, 2.473, -0.100, 0.100, 3.000, 2.357, 0.494, 0.007, 0.850, 0.790, 0.923, 0.894, 663.693
19.100, 0.255, -0.180, 2.911, 0.003, -0.004, 2.473, -0.125, 0.125, 3.000, 2.358, 0.495, 0.008, 0.000, 0.006, 0.106, 0.000, 663.804
19.150, 0.230, -0.157, 2.914, 0.003, 0.001, 2.471, -0.150, 0.150, 3.000, 2.358, 0.496, 0.008, 1.000, 0.934, 1.000, 1.000, 667.739
19.200, 0.206, -0.134, 2.913, -0.004, 0.010, 2.470, -0.175, 0.175, 3.000, 2.359, 0.498, 0.009, 1.000, 0.907, 0.958, 0.963, 671.567
19.250, 0.182, -0.109, 2.912, 0.008, -0.016, 2.468, -0.200, 0.200, 2.999, 2.360, 0.499, 0.006, 0.000, 0.076, 0.000, 0.000, 671.643
19.300, 0.161, -0.085, 2.908, -0.007, 0.003, 2.466, -0.225, 0.224, 2.999, 2.361, 0.503, 0.001, 1.000, 0.948, 0.978, 1.000, 675.569
19.350, 0.140, -0.062, 2.910, -0.012, 0.002, 2.469, -0.250, 0.249, 2.999, 2.362, 0.507, 0.000, 0.000, 0.061, 0.000, 0.030, 675.660
19.400, 0.118, -0.039, 2.906, 0.016, 0.002, 2.472, -0.275, 0.274, 2.999, 2.363, 0.510, 0.004, 1.000, 0.924, 1.000, 1.000, 679.583
19.450, 0.095, -0.014, 2.906, -0.008, -0.000, 2.472, -0.300, 0.298, 2.999, 2.365, 0.512, 0.000, 0.000, 0.068, 0.000, 0.022, 679.673
19.500, 0.072, 0.010, 2.909, 0.000, -0.001, 2.474, -0.325, 0.323, 2.999, 2.366, 0.513, 0.000, 0.651, 0.729, 0.570, 0.650, 682.273
19.550, 0.049, 0.033, 2.914, 0.018, 0.001, 2.475, -0.349, 0.347, 2.998, 2.367, 0.514, 0.001, 0.000, 0.133, 0.043, 0.000, 682.449
19.600, 0.024, 0.056, 2.913, 0.021, 0.012, 2.475, -0.374, 0.371, 2.998, 2.369, 0.515, 0.002, 0.994, 1.000, 0.926, 0.967, 686.337
19.650, -0.001, 0.080, 2.910, -0.000, 0.004, 2.475, -0.399, 0.395, 2.998, 2.371, 0.516, 0.003, 1.000, 0.871, 0.980, 1.000, 690.188
19.700, -0.025, 0.104, 2.912, 0.004, -0.002, 2.473, -0.424, 0.420, 2.997, 2.373, 0.516, 0.000, 0.430, 0.331, 0.448, 0.441, 691.837
19.750, -0.048, 0.129, 2.912, -0.004, 0.000, 2.473, -0.449, 0.443, 2.997, 2.375, 0.517, 0.003, 1.000, 0.935, 0.980, 1.000, 695.752
19.800, -0.070, 0.152, 2.908, 0.009, -0.016, 2.474, -0.473, 0.467, 2.997, 2.377, 0.520, 0.004, 0.000, 0.086, 0.000, 0.006, 695.844
19.850, -0.088, 0.174, 2.909, -0.001, -0.007, 2.477, -0.498, 0.491, 2.997, 2.379, 0.526, 0.006, 0.000, 0.000, 0.097, 0.013, 695.954
19.900, -0.108, 0.195, 2.908, 0.007, 0.011, 2.481, -0.523, 0.515, 2.996, 2.381, 0.531, 0.004, 0.000, 0.095, 0.000, 0.000, 696.050
19.950, -0.130, 0.218, 2.912, -0.001, -0.007, 2.485, -0.547, 0.538, 2.996, 2.384, 0.532, 0.003, 0.008, 0.000, 0.001, 0.020, 696.079
20.000, -0.153, 0.242, 2.913, 0.010, 0.013, 2.488, -0.572, 0.561, 2.995, 2.386, 0.533, 0.003, 1.000, 0.928, 1.000, 0.976, 699.983
20.050, -0.176, 0.269, 2.912, -0.003, 0.000, 2.491, -0.596, 0.584, 2.995, 2.389, 0.532, 0.006, 0.000, 0.075, 0.000, 0.020, 700.078
20.100, -0.200, 0.295, 2.904, 0.014, -0.015, 2.494, -0.621, 0.607, 2.995, 2.392, 0.532, 0.009, 0.997, 0.914, 1.000, 1.000, 703.989
20.150, -0.219, 0.320, 2.905, 0.003, 0.005, 2.499, -0.645, 0.630, 2.994, 2.395, 0.535, 0.014, 0.964, 1.000, 0.991, 0.989, 707.933
20.200, -0.237, 0.342, 2.906, -0.013, 0.016, 2.509, -0.670, 0.653, 2.994, 2.398, 0.539, 0.009, 0.079, 0.074, 0.000, 0.000, 708.086
20.250, -0.259, 0.363, 2.906, 0.008, 0.000, 2.514, -0.694, 0.675, 2.993, 2.401, 0.543, 0.006, 0.819, 0.728, 0.871, 0.805, 711.309
20.300, -0.280, 0.386, 2.911, 0.004, -0.004, 2.517, -0.718, 0.697, 2.993, 2.404, 0.543, 0.006, 0.000, 0.000, 0.135, 0.000, 711.444
20.350, -0.305, 0.408, 2.914, 0.024, 0.005, 2.519, -0.742, 0.719, 2.992, 2.408, 0.543, 0.005, 0.000, 0.129, 0.063, 0.000, 711.636
20.400, -0.330, 0.432, 2.909, 0.015, -0.004, 2.519, -0.767, 0.741, 2.992, 2.411, 0.541, 0.006, 0.000, 0.077, 0.000, 0.004, 711.718
20.450, -0.351, 0.457, 2.904, 0.003, -0.009, 2.520, -0.791, 0.763, 2.991, 2.415, 0.542, 0.014, 1.000, 0.950, 1.000, 1.000, 715.667
20.500, -0.367, 0.479, 2.905, -0.015, 0.000, 2.527, -0.815, 0.784, 2.991, 2.419, 0.548, 0.017, 1.000, 0.900, 0.974, 0.991, 719.532
20.550, -0.383, 0.498, 2.907, -0.002, 0.007, 2.534, -0.839, 0.805, 2.990, 2.423, 0.556, 0.014, 0.717, 0.628, 0.789, 0.729, 722.396
20.600, -0.402, 0.516, 2.907, 0.007, 0.020, 2.538, -0.863, 0.826, 2.989, 2.427, 0.562, 0.010, 1.000, 0.910, 1.000, 0.997, 726.303
20.650, -0.426, 0.538, 2.909, -0.007, 0.011, 2.542, -0.887, 0.847, 2.989, 2.432, 0.561, 0.008, 0.008, 0.057, 0.000, 0.020, 726.388
20.700, -0.451, 0.563, 2.904, 0.022, -0.011, 2.545, -0.911, 0.868, 2.988, 2.436, 0.558, 0.011, 0.989, 0.912, 1.000, 1.000, 730.289
20.750, -0.471, 0.590, 2.905, 0.002, -0.022, 2.551, -0.934, 0.888, 2.987, 2.441, 0.557, 0.019, 0.000, 0.092, 0.000, 0.006, 730.387
20.800, -0.488, 0.614, 2.901, -0.008, -0.007, 2.561, -0.958, 0.908, 2.987, 2.446, 0.561, 0.022, 0.404, 0.338, 0.502, 0.447, 732.079
20.850, -0.505, 0.634, 2.910, 0.007, 0.007, 2.571, -0.982, 0.928, 2.986, 2.451, 0.565, 0.018, 0.000, 0.115, 0.050, 0.000, 732.244
20.900, -0.528, 0.653, 2.908, 0.016, 0.011, 2.578, -1.005, 0.947, 2.985, 2.456, 0.566, 0.011, 0.000, 0.090, 0.000, 0.001, 732.335
20.950, -0.551, 0.675, 2.908, 0.003, -0.006, 2.580, -1.029, 0.966, 2.985, 2.462, 0.564, 0.014, 0.000, 0.090, 0.000, 0.020, 732.445
21.000, -0.574, 0.697, 2.906, 0.006, 0.007, 2.584, -1.052, 0.985, 2.984, 2.467, 0.564, 0.015, 1.000, 0.926, 1.000, 1.000, 736.371
21.050, -0.598, 0.720, 2.907, -0.003, -0.001, 2.591, -1.076, 1.004, 2.983, 2.473, 0.561, 0.013, 0.000, 0.076, 0.000, 0.009, 736.456
21.100, -0.622, 0.742, 2.910, -0.006, 0.003, 2.597, -1.099, 1.023, 2.982, 2.479, 0.558, 0.013, 0.010, 0.112, 0.000, 0.000, 736.578
21.150, -0.646, 0.765, 2.910, 0.003, -0.011, 2.602, -1.122, 1.041, 2.982, 2.485, 0.555, 0.014, 0.458, 0.289, 0.369, 0.382, 738.075
21.200, -0.667, 0.787, 2.912, -0.012, -0.014, 2.609, -1.145, 1.059, 2.981, 2.491, 0.555, 0.016, 1.000, 0.986, 0.879, 0.979, 741.919
21.250, -0.685, 0.805, 2.913, -0.010, 0.002, 2.616, -1.168, 1.076, 2.980, 2.498, 0.558, 0.014, 0.000, 0.078, 0.000, 0.004, 742.001
21.300, -0.706, 0.821, 2.910, 0.002, 0.007, 2.619, -1.191, 1.093, 2.979, 2.505, 0.561, 0.012, 1.000, 0.901, 1.000, 1.000, 745.903
21.350, -0.728, 0.840, 2.909, 0.015, 0.003, 2.621, -1.214, 1.110, 2.978, 2.512, 0.561, 0.012, 1.000, 1.000, 0.906, 0.992, 749.801
21.400, -0.750, 0.859, 2.910, 0.015, 0.004, 2.625, -1.237, 1.127, 2.977, 2.519, 0.561, 0.013, 0.973, 1.000, 0.993, 0.990, 753.758
21.450, -0.768, 0.880, 2.905, -0.004, -0.010, 2.630, -1.260, 1.143, 2.977, 2.527, 0.562, 0.020, 0.111, 0.099, 0.000, 0.000, 753.967
21.500, -0.781, 0.898, 2.908, -0.012, -0.009, 2.641, -1.283, 1.159, 2.976, 2.534, 0.569, 0.020, 0.007, 0.000, 0.069, 0.004, 754.047
21.550, -0.796, 0.913, 2.912, -0.005, 0.018, 2.649, -1.305, 1.175, 2.975, 2.542, 0.576, 0.017, 0.000, 0.089, 0.000, 0.000, 754.136
21.600, -0.815, 0.929, 2.902, 0.024, -0.004, 2.655, -1.328, 1.191, 2.974, 2.550, 0.580, 0.016, 0.000, 0.098, 0.003, 0.000, 754.236
21.650, -0.831, 0.951, 2.905, -0.004, -0.003, 2.662, -1.350, 1.206, 2.973, 2.559, 0.582, 0.023, 0.698, 0.611, 0.689, 0.695, 756.930
21.700, -0.847, 0.972, 2.905, -0.012, 0.008, 2.673, -1.372, 1.220, 2.972, 2.568, 0.585, 0.026, 1.000, 0.931, 0.997, 1.000, 760.858
21.750, -0.865, 0.990, 2.899, 0.006, 0.010, 2.685, -1.394, 1.235, 2.971, 2.577, 0.587, 0.024, 1.000, 0.943, 1.000, 0.996, 764.797
21.800, -0.885, 1.011, 2.903, -0.006, 0.004, 2.697, -1.416, 1.249, 2.970, 2.586, 0.586, 0.024, 1.000, 0.952, 0.996, 1.000, 768.745
21.850, -0.907, 1.032, 2.901, 0.010, 0.007, 2.711, -1.438, 1.262, 2.969, 2.596, 0.584, 0.021, 1.000, 0.939, 1.000, 1.000, 772.684
21.900, -0.930, 1.054, 2.898, -0.020, 0.002, 2.724, -1.460, 1.276, 2.968, 2.605, 0.579, 0.022, 0.000, 0.000, 0.007, 0.086, 772.776
21.950, -0.954, 1.076, 2.893, -0.004, -0.005, 2.734, -1.482, 1.289, 2.967, 2.616, 0.574, 0.025, 1.000, 0.933, 0.960, 0.927, 776.596
22.000, -0.976, 1.097, 2.896, -0.008, -0.001, 2.747, -1.504, 1.301, 2.966, 2.626, 0.570, 0.025, 1.000, 0.920, 0.996, 1.000, 780.512
22.050, -0.996, 1.116, 2.893, 0.002, -0.004, 2.759, -1.525, 1.314, 2.965, 2.637, 0.569, 0.025, 0.000, 0.093, 0.000, 0.003, 780.609
22.100, -1.015, 1.133, 2.894, -0.006, -0.006, 2.773, -1.547, 1.325, 2.964, 2.648, 0.570, 0.022, 0.000, 0.034, 0.000, 0.028, 780.671
22.150, -1.033, 1.149, 2.897, -0.003, 0.003, 2.783, -1.568, 1.337, 2.962, 2.660, 0.572, 0.021, 0.000, 0.078, 0.000, 0.035, 780.784
22.200, -1.051, 1.163, 2.899, -0.004, 0.012, 2.792, -1.590, 1.348, 2.961, 2.672, 0.573, 0.019, 0.000, 0.084, 0.000, 0.008, 780.875
22.250, -1.072, 1.179, 2.898, 0.011, -0.006, 2.803, -1.611, 1.359, 2.960, 2.684, 0.571, 0.017, 0.885, 0.810, 0.966, 0.897, 784.433
22.300, -1.090, 1.199, 2.897, -0.011, -0.007, 2.812, -1.632, 1.369, 2.959, 2.696, 0.571, 0.024, 0.324, 0.372, 0.621, 0.527, 786.277
22.350, -1.107, 1.215, 2.895, 0.003, -0.004, 2.828, -1.653, 1.379, 2.958, 2.709, 0.573, 0.020, 0.000, 0.000, 0.230, 0.050, 786.556
22.400, -1.125, 1.230, 2.891, 0.005, -0.012, 2.839, -1.673, 1.389, 2.957, 2.723, 0.574, 0.021, 0.299, 0.231, 0.376, 0.314, 787.777
22.450, -1.140, 1.247, 2.897, -0.013, 0.001, 2.850, -1.694, 1.398, 2.955, 2.736, 0.578, 0.026, 0.000, 0.073, 0.000, 0.024, 787.874
22.500, -1.155, 1.261, 2.897, -0.004, 0.017, 2.864, -1.715, 1.407, 2.954, 2.750, 0.581, 0.022, 0.000, 0.081, 0.000, 0.010, 787.965
22.550, -1.176, 1.276, 2.896, 0.006, -0.011, 2.877, -1.735, 1.415, 2.953, 2.765, 0.579, 0.020, 0.881, 0.908, 1.000, 1.000, 791.754
22.600, -1.195, 1.292, 2.900, -0.007, 0.005, 2.888, -1.755, 1.424, 2.952, 2.780, 0.578, 0.024, 1.000, 0.925, 0.967, 0.998, 795.645
22.650, -1.216, 1.309, 2.889, 0.012, 0.000, 2.901, -1.776, 1.431, 2.950, 2.795, 0.576, 0.026, 1.000, 0.922, 1.000, 1.000, 799.567
22.700, -1.234, 1.328, 2.888, 0.005, -0.007, 2.919, -1.796, 1.439, 2.949, 2.811, 0.576, 0.028, 0.000, 0.066, 0.000, 0.000, 799.632
22.750, -1.250, 1.345, 2.892, -0.016, -0.004, 2.936, -1.816, 1.445, 2.948, 2.827, 0.578, 0.031, 1.000, 0.944, 0.972, 1.000, 803.549
22.800, -1.265, 1.360, 2.895, -0.003, 0.007, 2.956, -1.836, 1.452, 2.946, 2.844, 0.581, 0.027, 1.000, 1.000, 0.932, 0.950, 807.430
22.850, -1.281, 1.374, 2.894, -0.005, 0.012, 2.971, -1.855, 1.458, 2.945, 2.861, 0.582, 0.027, 1.000, 0.930, 1.000, 1.000, 811.360
22.900, -1.302, 1.389, 2.897, 0.021, 0.006, 2.990, -1.875, 1.464, 2.944, 2.879, 0.580, 0.022, 1.000, 0.937, 1.000, 0.958, 815.255
22.950, -1.324, 1.405, 2.895, 0.006, -0.013, 3.001, -1.894, 1.469, 2.942, 2.897, 0.576, 0.029, 0.000, 0.079, 0.000, 0.022, 815.356
23.000, -1.342, 1.422, 2.888, 0.000, -0.001, 3.019, -1.914, 1.474, 2.941, 2.916, 0.576, 0.032, 1.000, 0.931, 1.000, 1.000, 819.287
23.050, -1.360, 1.438, 2.891, -0.003, 0.001, 3.042, -1.933, 1.478, 2.939, 2.935, 0.576, 0.030, 1.000, 1.000, 0.927, 0.949, 823.163
23.100, -1.377, 1.454, 2.892, 0.006, -0.002, 3.063, -1.952, 1.482, 2.938, 2.954, 0.577, 0.030, 0.000, 0.074, 0.000, 0.001, 823.238
23.150, -1.395, 1.468, 2.890, 0.000, 0.012, 3.081, -1.971, 1.486, 2.936, 2.974, 0.578, 0.031, 1.000, 0.973, 0.993, 0.978, 827.183
23.200, -1.414, 1.482, 2.893, 0.008, 0.001, 3.102, -1.990, 1.489, 2.935, 2.994, 0.577, 0.028, 0.000, 0.051, 0.019, 0.032, 827.285
23.250, -1.437, 1.497, 2.889, 0.004, 0.008, 3.122, -2.008, 1.492, 2.934, 3.015, 0.573, 0.028, 0.174, 0.099, 0.190, 0.153, 827.902
23.300, -1.460, 1.514, 2.889, -0.036, 0.004, -3.141, -2.027, 1.494, 2.932, 3.037, 0.568, 0.033, 0.000, 0.103, 0.318, 0.000, 828.322
23.350, -1.491, 1.507, 2.890, -0.074, 0.060, -3.133, -2.045, 1.496, 2.930, 3.059, 0.556, 0.010, 0.000, 0.307, 0.083, 0.000, 828.712
